#,id,contactName,voucherNumber,voucherDate,totalAmount,_tax_rates,voucherStatus,_category
133,cf3c3644-23db-493f-8619-fa0993f7b779,Lynne GmbH,RE1881551,2026-01-11T00:00:00.000+01:00,19.76,19%,paid,Material/Waren > Wareneinkauf
134,0085ed4a-69f0-4715-9c44-0d2dbd0696e7,Toom Baumarkt GmbH,5305,2026-01-10T00:00:00.000+01:00,36.99,19%,paid,Sonstige Ausgaben > Wartungskosten für Hard- und Software
135,c7e569e1-ecbf-4306-bab6-14e01a7f25fc,Wolfmarkt GmbH,1547548,2026-01-10T00:00:00.000+01:00,137.43,7%,paid,Material/Waren > Wareneinkauf
136,2ec86d42-f947-47ca-a098-5dacdbc09720,Metro Deutschland GmbH,07. 01. 2026/658/0/0/0521/000617,2026-01-07T00:00:00.000+01:00,151.17,7% / 19%,paid,Material/Waren > Wareneinkauf
137,7cc9fb4a-1ba6-4ce6-ae88-fbfbf259d835,Star Tankstelle,5698,2026-01-06T00:00:00.000+01:00,84.92,19%,paid,Fahrzeug > Kraftstoff/Ladestrom
138,1499917f-31a3-4801-83a4-fddc547dd52a,Metro Deutschland GmbH,06. 01. 2026/658/0/0/0521/000476,2026-01-06T00:00:00.000+01:00,314.81,7% / 19%,paid,Material/Waren > Wareneinkauf
139,3f9467da-7013-4307-9e66-009a40307c1c,"Refood Gmbh & Co. Kg,",10747046,2026-01-05T00:00:00.000+01:00,188.14,19%,paid,Raumkosten > Müllgebühren
140,80097b6e-79da-4970-a520-7e475c8a05fd,Zhuhaishiqianmaidianzishangwuyouxiangongsi,DE600003QF3XBI,2026-01-02T00:00:00.000+01:00,18.94,19%,paid,Material/Waren > Wareneinkauf
141,66d266eb-1d56-49fe-bf55-9f1a34847291,Lynne GmbH,RE1876388,2026-01-02T00:00:00.000+01:00,64.66,19%,paid,Material/Waren > Wareneinkauf
142,6d9fcbb2-39e4-43f9-837b-bd00928ecebf,"Amazon Eu S.À R.I., Niederlassung Deutschland",DE6HM9XAEUI,2026-01-02T00:00:00.000+01:00,29.16,19%,paid,Material/Waren > Wareneinkauf
143,c03e0c76-335f-45f7-b9e9-536391abc981,Amazon Eu S.A.R.L.,PL61JQAEUI,2026-01-02T00:00:00.000+01:00,39.39,0%,paid,Material/Waren > Wareneinkauf
144,4a9e8e2d-15fa-495b-928e-b3f264499fb4,Metro Deutschland GmbH,02.01.2026/658/0/0/0521/000037,2026-01-02T00:00:00.000+01:00,141.77,7% / 19%,paid,Material/Waren > Wareneinkauf
145,2d66d699-8e4b-42d0-9547-c19d8fe1b075,Madras Cafe,306-7784145-1193950,2026-01-01T00:00:00.000+01:00,13.98,19%,paid,Material/Waren > Wareneinkauf
146,20e46f21-f0b2-425b-a341-32e8528cc5bb,Metro Deutschland GmbH,868884909,2025-12-26T00:00:00.000+01:00,271.42,0% / 19%,paid,Gezahlte Vorsteuer > Einfuhrumsatzsteuer
147,5b835458-d07c-4337-be37-742b2c9dee7f,Haufe Service Center GmbH,lx2025120309239,2025-12-23T00:00:00.000+01:00,47.48,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
148,212b5b42-67a2-44c2-9ade-8cf60db699c4,Metro Markets GmbH,R25-03323643,2025-12-17T00:00:00.000+01:00,175.6,19%,paid,Material/Waren > Wareneinkauf
149,bddf315d-0b79-41f7-b20d-42001df1a9e9,Srj Foods Nord GmbH,RE2503677,2025-12-16T00:00:00.000+01:00,2745.39,7% / 19%,paid,Material/Waren > Wareneinkauf
150,203f92e2-2c9e-4e5d-adad-2a33bc00cc31,Gema,7116220628,2025-12-06T00:00:00.000+01:00,86.82,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
151,c2b32d14-6bd8-41d1-add9-224a06632dcf,Srj Foods Nord GmbH,RE2503479,2025-11-25T00:00:00.000+01:00,1909.9,7% / 19%,paid,Material/Waren > Wareneinkauf
152,780b6321-7191-44d0-8990-4f01bd49ce88,Haufe Service Center GmbH,lx2025110296973,2025-11-23T00:00:00.000+01:00,47.48,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
153,4c66675b-d8ca-41fc-b012-2d92d40a6533,Haufe Service Center GmbH,lx2025100297896,2025-10-23T00:00:00.000+02:00,47.48,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
154,8d63bfcc-d9e2-4f27-b8d4-769e405611c8,Haufe Service Center GmbH,lx2025090288776,2025-09-23T00:00:00.000+02:00,47.48,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
155,e95c996f-52b1-484d-85a5-cf07e0250f3c,Haufe Service Center GmbH,lx2025080285783,2025-08-23T00:00:00.000+02:00,47.48,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
156,d53092ce-16ee-4f4a-b572-b4aba466a9c7,Haufe Service Center GmbH,lx2025070287854,2025-07-23T00:00:00.000+02:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
157,35a8d99c-e301-4304-8575-7db55bdc09ef,"Qonto Sa,",RAT-280,2025-07-17T00:00:00.000+02:00,2521.85,19%,paid,Material/Waren > Wareneinkauf
158,fedb8aef-d4bd-48df-816b-3bc59c6839ba,Haufe Service Center GmbH,lx2025060281292,2025-06-23T00:00:00.000+02:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
159,307fdba8-8845-4d64-bf9a-e4a77c5336e2,"Qonto Sa,",RAT-5376,2025-06-11T00:00:00.000+02:00,5691.77,19%,paid,Material/Waren > Wareneinkauf
160,1eda7700-9be0-4cb0-a1d6-3383855945c1,Haufe Service Center GmbH,lx2025050281195,2025-05-23T00:00:00.000+02:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
161,7f525162-92b4-4ed9-b881-c4da55da6fed,"Qonto Sa,",RAT-398,2025-05-09T00:00:00.000+02:00,3583.8,19%,paid,Material/Waren > Wareneinkauf
162,ce5744a0-57f5-4108-8f77-a83b2e185f50,Haufe Service Center GmbH,lx2025040274733,2025-04-23T00:00:00.000+02:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
163,97f97eb1-997a-482a-a7d7-a02e43169209,Haufe Service Center GmbH,lx2025030280110,2025-03-23T00:00:00.000+01:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
164,20a1da6b-fe0b-4c45-ba1e-e05892395c08,Haufe Service Center GmbH,lx2025020267768,2025-02-23T00:00:00.000+01:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
165,7a07a212-9c35-4a8f-8af3-b049b53c4d92,Aldi,2217,2025-01-26T00:00:00.000+01:00,44.89,7% / 19%,paid,Material/Waren > Wareneinkauf
166,2d1c7bbc-0da1-4cae-94a1-b51ec888102c,Haufe Service Center GmbH,lx2025010264826,2025-01-23T00:00:00.000+01:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
167,8190e7c8-4d44-4fc9-9a5e-781c9573d43d,Haufe Service Center GmbH,lx2024120246882,2024-12-23T00:00:00.000+01:00,41.53,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
168,1ce7202a-3a7d-41b2-947a-7cbcc3c1cd26,Haufe Service Center GmbH,lx2024110235783,2024-11-23T00:00:00.000+01:00,12.69,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
169,66f04d52-ebab-43e8-854e-a9a0e9be7410,Haufe Service Center GmbH,lx2024110231414,2024-11-23T00:00:00.000+01:00,28.44,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
170,31c968c9-879c-4618-823d-1730d261f317,Haufe Service Center GmbH,lx2024100228950,2024-10-23T00:00:00.000+02:00,14.22,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
171,eebfd94a-c1bf-4415-8b78-f074b55e264b,Haufe Service Center GmbH,lx2024080216715,2024-08-22T00:00:00.000+02:00,14.22,19%,paid,Sonstige Ausgaben > Lizenzen und Konzessionen
